연도,시도,시군구,국비지원액_최종_원,log_국비지원액_최종_원,산림면적당_국비지원액_최종(원per ha),log_국비지원액_최종_per_ha,log_국비지원액_직접방제_원,log_국비지원액_예찰진단_원,예찰진단_예산비중,국비비율_최종(%),국비비율_결측_flag,매칭사업수_최종,매칭사업_없음_flag,index_eligible
2019,충청남도,보령시,269846520.0,19.413363914598214,9444.9,9.15333606390839,19.17896714488147,17.84771374138374,0.2089521109999862,67.94,0,3.0,0.0,1
2020,충청남도,보령시,385214120.0,19.76930989609483,13525.9,9.512435574439705,19.608207411918738,17.864125285926725,0.1487951687752255,67.8,0,3.0,0.0,1
2021,충청남도,보령시,189391000.0,19.05932422438789,6671.2,8.805704919608495,18.693162888069143,17.877142533825015,0.3066090785728994,63.61,0,3.0,0.0,1
2022,충청남도,보령시,206620000.0,19.146391920225376,7301.3,8.895944646005978,18.88723468611379,17.669289876150394,0.2282983254283225,67.75,0,3.0,0.0,1
2023,충청남도,보령시,192492000.0,19.075565157582,6823.8,8.828318315594485,18.77298415364362,17.73268031610928,0.2610913700309623,45.87,0,4.0,0.0,1
2016,충청남도,부여군,,,,,,,,,1,,,0
2017,충청남도,부여군,,,,,,,,,1,,,0
2018,충청남도,부여군,,,,,,,,,1,,,0
2019,충청남도,부여군,,,,,,,,,1,,,0
2020,충청남도,부여군,,,,,,,,,1,,,0
2021,충청남도,부여군,,,,,,,,,1,,,0
2022,충청남도,부여군,,,,,,,,,1,,,0
2023,충청남도,부여군,,,,,,,,,1,,,0
2016,충청남도,서산시,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2017,충청남도,서산시,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2018,충청남도,서산시,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2.0,0.0,1
2019,충청남도,서산시,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,1.0,0.0,1
2020,충청남도,서산시,131000000.0,18.690707888799015,5761.7,8.659161393860975,18.690707888799015,0.0,0.0,28.5,0,3.0,0.0,1
2021,충청남도,서산시,162292766.0,18.90491246587252,7304.5,8.896382768112138,18.897770252702102,13.959611767738522,0.007116768223668,31.55,0,4.0,0.0,1
2022,충청남도,서산시,66607000.0,18.014320250106007,3067.8,8.02904188468912,17.254677902969455,17.38352099780915,0.5321662888285015,22.95,0,4.0,0.0,1
2023,충청남도,서산시,137698000.0,18.740573446527424,6490.0,8.778171881033469,18.539076933813504,17.039533155446662,0.1824935728914,20.96,0,4.0,0.0,1
2016,충청남도,서천군,,,,,,,,,1,,,0
2017,충청남도,서천군,,,,,,,,,1,,,0
2018,충청남도,서천군,,,,,,,,,1,,,0
2019,충청남도,서천군,,,,,,,,,1,,,0
2020,충청남도,서천군,,,,,,,,,1,,,0
2021,충청남도,서천군,,,,,,,,,1,,,0
2022,충청남도,서천군,,,,,,,,,1,,,0
2023,충청남도,서천군,,,,,,,,,1,,,0
2016,충청남도,아산시,,,,,,,,,1,,,0
2017,충청남도,아산시,,,,,,,,,1,,,0
2018,충청남도,아산시,,,,,,,,,1,,,0
2019,충청남도,아산시,,,,,,,,,1,,,0
2020,충청남도,아산시,,,,,,,,,1,,,0
2021,충청남도,아산시,,,,,,,,,1,,,0
2022,충청남도,아산시,,,,,,,,,1,,,0
2023,충청남도,아산시,,,,,,,,,1,,,0
2016,충청남도,예산군,,,,,,,,,1,,,0
2017,충청남도,예산군,,,,,,,,,1,,,0
2018,충청남도,예산군,,,,,,,,,1,,,0
2019,충청남도,예산군,,,,,,,,,1,,,0
2020,충청남도,예산군,,,,,,,,,1,,,0
2021,충청남도,예산군,,,,,,,,,1,,,0
2022,충청남도,예산군,,,,,,,,,1,,,0
2023,충청남도,예산군,,,,,,,,,1,,,0
2016,충청남도,천안시,,,,,,,,,1,,,0
2017,충청남도,천안시,,,,,,,,,1,,,0
2018,충청남도,천안시,,,,,,,,,1,,,0
2019,충청남도,천안시,,,,,,,,,1,,,0
2020,충청남도,천안시,,,,,,,,,1,,,0
2021,충청남도,천안시,,,,,,,,,1,,,0
2022,충청남도,천안시,,,,,,,,,1,,,0
2023,충청남도,천안시,,,,,,,,,1,,,0
2016,충청남도,청양군,,,,,,,,,1,,,0
2017,충청남도,청양군,,,,,,,,,1,,,0
2018,충청남도,청양군,,,,,,,,,1,,,0
2019,충청남도,청양군,,,,,,,,,1,,,0
2020,충청남도,청양군,,,,,,,,,1,,,0
2021,충청남도,청양군,,,,,,,,,1,,,0
2022,충청남도,청양군,,,,,,,,,1,,,0
2023,충청남도,청양군,,,,,,,,,1,,,0
2016,충청남도,태안군,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2017,충청남도,태안군,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2018,충청남도,태안군,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2019,충청남도,태안군,228025000.0,19.24496583441598,13017.6,9.47413438309941,19.24496583441598,0.0,0.0,34.1,0,5.0,0.0,1
2020,충청남도,태안군,246844500.0,19.32426914573477,14125.5,9.55580774506665,19.32426914573477,0.0,0.0,24.08,0,4.0,0.0,1
2021,충청남도,태안군,292066010.0,19.492490399752192,16753.0,9.726392314713754,19.492490399752192,0.0,0.0,28.82,0,2.0,0.0,1
2022,충청남도,태안군,216928000.0,19.195076063822658,12472.6,9.431369689873186,19.195076063822658,0.0,0.0,24.27,0,2.0,0.0,1
2023,충청남도,태안군,516046000.0,20.06170646869709,29741.6,10.300335640537178,20.06170646869709,0.0,0.0,38.54,0,3.0,0.0,1
2016,충청남도,홍성군,,,,,,,,,1,,,0
2017,충청남도,홍성군,,,,,,,,,1,,,0
2018,충청남도,홍성군,,,,,,,,,1,,,0
2019,충청남도,홍성군,,,,,,,,,1,,,0
2020,충청남도,홍성군,,,,,,,,,1,,,0
2021,충청남도,홍성군,,,,,,,,,1,,,0
2022,충청남도,홍성군,,,,,,,,,1,,,0
2023,충청남도,홍성군,,,,,,,,,1,,,0
2016,충청북도,괴산군,,,,,,,,,1,,,0
2017,충청북도,괴산군,,,,,,,,,1,,,0
2018,충청북도,괴산군,,,,,,,,,1,,,0
2019,충청북도,괴산군,,,,,,,,,1,,,0
2020,충청북도,괴산군,,,,,,,,,1,,,0
2021,충청북도,괴산군,,,,,,,,,1,,,0
2022,충청북도,괴산군,,,,,,,,,1,,,0
2023,충청북도,괴산군,,,,,,,,,1,,,0
2016,충청북도,단양군,,,,,,,,,1,,,0
2017,충청북도,단양군,,,,,,,,,1,,,0
2018,충청북도,단양군,,,,,,,,,1,,,0
2019,충청북도,단양군,,,,,,,,,1,,,0
2020,충청북도,단양군,,,,,,,,,1,,,0
2021,충청북도,단양군,,,,,,,,,1,,,0
2022,충청북도,단양군,,,,,,,,,1,,,0
2023,충청북도,단양군,,,,,,,,,1,,,0
2016,충청북도,보은군,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,1.0,0.0,1
2017,충청북도,보은군,81318000.0,18.213877964523608,2195.4,7.694574935404717,0.0,18.213877964523608,1.0,45.98,0,3.0,0.0,1
2018,충청북도,보은군,35500000.0,17.385043282614657,956.1,6.863907879201861,0.0,17.385043282614657,1.0,40.57,0,3.0,0.0,1
2019,충청북도,보은군,37700000.0,17.445170678943438,1012.9,6.921559559958534,0.0,17.445170678943438,1.0,40.36,0,3.0,0.0,1
2020,충청북도,보은군,38329000.0,17.461717373881164,1027.3,6.935662232235145,0.0,17.461717373881164,1.0,39.65,0,3.0,0.0,1
2021,충청북도,보은군,38740000.0,17.472383241756237,1035.8,6.94389432559801,0.0,17.472383241756237,1.0,38.79,0,3.0,0.0,1
2022,충청북도,보은군,43385000.0,17.58562434025917,1157.2,7.0546223547916895,0.0,17.58562434025917,1.0,39.35,0,3.0,0.0,1
2023,충청북도,보은군,46321000.0,17.651106001530916,1232.5,7.117610935969411,0.0,17.651106001530916,1.0,40.74,0,3.0,0.0,1
2016,충청북도,영동군,,,,,,,,,1,,,0
2017,충청북도,영동군,,,,,,,,,1,,,0
2018,충청북도,영동군,,,,,,,,,1,,,0
2019,충청북도,영동군,,,,,,,,,1,,,0
2020,충청북도,영동군,,,,,,,,,1,,,0
2021,충청북도,영동군,,,,,,,,,1,,,0
2022,충청북도,영동군,,,,,,,,,1,,,0
2023,충청북도,영동군,,,,,,,,,1,,,0
2016,충청북도,옥천군,,,,,,,,,1,,,0
2017,충청북도,옥천군,,,,,,,,,1,,,0
2018,충청북도,옥천군,,,,,,,,,1,,,0
2019,충청북도,옥천군,,,,,,,,,1,,,0
2020,충청북도,옥천군,,,,,,,,,1,,,0
2021,충청북도,옥천군,,,,,,,,,1,,,0
2022,충청북도,옥천군,,,,,,,,,1,,,0
2023,충청북도,옥천군,,,,,,,,,1,,,0
2016,충청북도,음성군,,,,,,,,,1,,,0
2017,충청북도,음성군,,,,,,,,,1,,,0
2018,충청북도,음성군,,,,,,,,,1,,,0
2019,충청북도,음성군,,,,,,,,,1,,,0
2020,충청북도,음성군,,,,,,,,,1,,,0
2021,충청북도,음성군,,,,,,,,,1,,,0
2022,충청북도,음성군,,,,,,,,,1,,,0
2023,충청북도,음성군,,,,,,,,,1,,,0
2016,충청북도,제천시,,,,,,,,,1,,,0
2017,충청북도,제천시,,,,,,,,,1,,,0
2018,충청북도,제천시,,,,,,,,,1,,,0
2019,충청북도,제천시,,,,,,,,,1,,,0
2020,충청북도,제천시,,,,,,,,,1,,,0
2021,충청북도,제천시,,,,,,,,,1,,,0
2022,충청북도,제천시,,,,,,,,,1,,,0
2023,충청북도,제천시,,,,,,,,,1,,,0
2016,충청북도,증평군,,,,,,,,,1,,,0
2017,충청북도,증평군,,,,,,,,,1,,,0
2018,충청북도,증평군,,,,,,,,,1,,,0
2019,충청북도,증평군,,,,,,,,,1,,,0
2020,충청북도,증평군,,,,,,,,,1,,,0
2021,충청북도,증평군,,,,,,,,,1,,,0
2022,충청북도,증평군,,,,,,,,,1,,,0
2023,충청북도,증평군,,,,,,,,,1,,,0
2016,충청북도,진천군,,,,,,,,,1,,,0
2017,충청북도,진천군,,,,,,,,,1,,,0
2018,충청북도,진천군,,,,,,,,,1,,,0
2019,충청북도,진천군,,,,,,,,,1,,,0
2020,충청북도,진천군,,,,,,,,,1,,,0
2021,충청북도,진천군,,,,,,,,,1,,,0
2022,충청북도,진천군,,,,,,,,,1,,,0
2023,충청북도,진천군,,,,,,,,,1,,,0
2016,충청북도,청주시,,,,,,,,,1,,,0
2017,충청북도,청주시,,,,,,,,,1,,,0
2018,충청북도,청주시,,,,,,,,,1,,,0
2019,충청북도,청주시,,,,,,,,,1,,,0
2020,충청북도,청주시,,,,,,,,,1,,,0
2021,충청북도,청주시,,,,,,,,,1,,,0
2022,충청북도,청주시,,,,,,,,,1,,,0
2023,충청북도,청주시,,,,,,,,,1,,,0
2016,충청북도,충주시,,,,,,,,,1,,,0
2017,충청북도,충주시,,,,,,,,,1,,,0
2018,충청북도,충주시,,,,,,,,,1,,,0
2019,충청북도,충주시,,,,,,,,,1,,,0
2020,충청북도,충주시,,,,,,,,,1,,,0
2021,충청북도,충주시,,,,,,,,,1,,,0
2022,충청북도,충주시,,,,,,,,,1,,,0
2023,충청북도,충주시,,,,,,,,,1,,,0
